CIF Number,CustName,Address,Mobile,MartialStatus,Dependents,CustType,BirthDay,Sex,Organization,Job,Experience,Salary,Existing time,Credit Score
152,Lý Kim Tuyến,"Lữ Gia, Quận 10, TP.HCM",+842590167313,Married,Yes,Individual,1983-08-25,Female,N/A,Business Intelligence AnalystData Scientist,3,24797000,1,563
153,Trần Vân Chi,"Hương Lộ 60B, Hóc Môn, TP.HCM",+842207586851,Single,Yes,Individual,1965-03-23,Female,N/A,Database Engineer,7,61844000,2,698
154,Vũ Trúc Quân,"Công Trường Hòa Bình, Quận Bình Thạnh, TP.HCM",+842974408972,Single,No,Organization,1993-09-08,Female,Absolute Software (Vietnam) Ltd,DevOps,3,29544000,10,589
155,Hoàng Nghĩa Hòa,"Đường số 21, Quận 7, TP.HCM",+842457770761,Married,Yes,Individual,1976-08-10,Male,N/A,AI Engineer,5,32243000,7,458
156,Lê Hàm Duyên,"Đường số 12A, Quận 4, TP.HCM",+84902402502,Single,No,Organization,1961-07-09,Female,Tyme,Product Owner,7,64425000,5,527
157,Phạm Bình Ðịnh,"Đặng Tiến Đông, Quận 3, TP.HCM",+84861704526,Married,Yes,Organization,1956-03-14,Male,VNG Corporation,Product Manager,8,43478000,9,558
158,Đặng Mai Nhi,"Đường số 2, Quận 7, TP.HCM",+84930915884,Single,Yes,Individual,1987-11-29,Female,N/A,IT Manager,10,47235000,10,774
159,Lý Xuân Thu,"Lê Hoàng Phái, Quận Gò Vấp, TP.HCM",+842969053918,Single,Yes,Individual,1979-03-31,Female,N/A,Tech Lead,4,22954000,6,340
160,Lê Ý Bình,"Đường số 40, Quận 6, TP.HCM",+84793263361,Married,Yes,Individual,1962-03-14,Female,N/A,Back-end Developer,0,4215000,4,749
161,Phan Thịnh Cường,"Trần Minh Quyền, Quận 10, TP.HCM",+84993530345,Single,Yes,Organization,1972-01-02,Male,Employment Hero,ERP ConsultantSolution Architect,8,60021000,2,505
162,Vũ Bảo Long,"Thới Tây - Tân Hiệp, Hóc Môn, TP.HCM",+842723306476,Married,Yes,Individual,1971-07-17,Male,N/A,DevOps,4,32564000,2,443
163,Đoàn Thảo Hương,"Lý Thánh Tông, Quận Bình Tân, TP.HCM",+842775961611,Married,Yes,Individual,2000-09-02,Female,N/A,Data Analyst,5,30337000,5,406
164,Phạm Ðức Trí,"Nguyên Hồng, Quận Gò Vấp, TP.HCM",+842754320598,Single,No,Individual,1973-11-04,Male,N/A,DevOps,5,30606000,1,824
165,Trương Nhã Hồng,"Trần Hưng Đạo, Quận 10, TP.HCM",+842719186380,Married,Yes,Individual,1962-01-29,Female,N/A,Blockchain Engineer,9,65428000,0,529
166,Nguyễn Xuân Nhiên,"Đường số 11, Thành phố Thủ Đức, TP.HCM",+842528798337,Married,Yes,Individual,1957-03-11,Female,N/A,DevOps,5,45389000,1,437
167,Đỗ Vân Hà,"Trần Thiện Chánh, Quận 10, TP.HCM",+84997629962,Married,Yes,Individual,1957-02-04,Female,N/A,Helpdesk,0,3283000,8,311
168,Vũ Phi Ðiệp,"Liêu Bình Hương, Huyện Củ Chi, TP.HCM",+84867941316,Married,Yes,Individual,1997-05-29,Male,N/A,Full-stack Developer,2,17413000,3,719
169,Lê Minh Huy,"Vũ Chí Hiếu, Quận 5, TP.HCM",+842703450821,Single,No,Individual,1967-12-18,Male,N/A,Data Engineer,6,41042000,6,713
170,Trần Sương Sương,"Đường số 13, Quận 8, TP.HCM",+842704779530,Single,Yes,Organization,1998-12-29,Female,"Niteco Vietnam Co., Ltd",DevOps,4,35816000,5,323
171,Hoàng Thành Sang,"Nguyễn Trọng Tuyển, Quận Phú Nhuận, TP.HCM",+842428896637,Single,No,Organization,1998-12-16,Male,Tyme,System Admin,6,60035000,7,821
172,Ngô Ðông Phong,"Đường 233 Ba Tơ, Quận 8, TP.HCM",+84978053389,Married,Yes,Individual,1975-07-22,Male,N/A,Tech Lead,5,58823000,2,720
173,Hoàng Hồng Khôi,"Phạm Văn Chiêu, Quận Gò Vấp, TP.HCM",+84981805038,Single,No,Individual,1994-07-27,Female,N/A,IT Support,8,45546000,5,504
174,Hồ Gia Hiệp,"Đường số 41, Huyện Củ Chi, TP.HCM",+842939855373,Married,Yes,Individual,1977-03-26,Male,N/A,Embedded Engineer,10,48413000,8,400
175,Phạm Phương Thảo,"Bùi Hữu Diên, Quận Bình Tân, TP.HCM",+842974298747,Single,Yes,Organization,1987-12-08,Female,Bosch Global Software Technologies Company Limited,Business Intelligence AnalystData Scientist,1,14614000,9,462
176,Dương Minh Danh,"Nguyễn Cao, Quận 7, TP.HCM",+842912906073,Married,Yes,Individual,1994-11-01,Male,N/A,QA-QC,8,58811000,7,631
177,Trần Ðình Nhân,"Nguyễn Cửu Vân, Quận 1, TP.HCM",+84997331923,Single,Yes,Organization,1974-12-17,Male,FPT IS,Data Analyst,1,13933000,0,725
178,Nguyễn Tiểu Mi,"Đường số 47, Quận 4, TP.HCM",+842940507662,Single,Yes,Organization,1985-09-25,Female,Zuhlke Engineering Vietnam,Product Owner,10,62382000,3,692
179,Đặng Minh Thảo,"Đường số 12B, Quận 4, TP.HCM",+84830959232,Single,No,Individual,1991-05-10,Female,N/A,Helpdesk,9,70817000,2,679
180,Nguyễn Thảo Tiên,"Đường số 10A, Quận 4, TP.HCM",+842994906693,Married,Yes,Individual,1971-10-11,Female,N/A,System Admin,7,52440000,0,376
181,Dương Nam An,"Đường số 16B, Quận Bình Tân, TP.HCM",+84897763640,Single,Yes,Organization,1977-02-24,Male,Employment Hero,Product Manager,4,33675000,5,696
182,Lý Lạc Nhân,"Tô Ngọc Vân, Thành phố Thủ Đức, TP.HCM",+84995703058,Married,Yes,Individual,1993-08-14,Male,N/A,Tech Lead,9,60806000,2,639
183,Đặng Thu Oanh,"Bình Quới, Quận Bình Thạnh, TP.HCM",+84528034430,Single,No,Organization,1981-07-27,Female,Bosch Global Software Technologies Company Limited,Project Manager,3,30076000,3,392
184,Đỗ Phương Lan,"Ngô Gia Tự, Quận 5, TP.HCM",+84324823694,Single,No,Individual,1991-08-23,Female,N/A,DevSecOps Engineer,3,39481000,10,769
185,Trương Bảo Vân,"Hương Lộ 34B, Nhà Bè, TP.HCM",+84782624458,Single,No,Organization,1999-12-20,Female,"Niteco Vietnam Co., Ltd",Product Manager,6,37916000,8,520
186,Đoàn Gia Phúc,"Cây Trôm, Huyện Củ Chi, TP.HCM",+84511725563,Married,Yes,Individual,1963-08-26,Male,N/A,System Admin,10,62494000,4,348
187,Đỗ Hữu Nam,"Bàu Bàng, Quận Tân Bình, TP.HCM",+84865151608,Married,Yes,Organization,1967-02-19,Male,FPT IS,Blockchain Engineer,2,15597000,7,676
188,Lê Nam Hưng,"Phan Huy Thực, Quận 7, TP.HCM",+84911803415,Single,No,Individual,2005-12-24,Male,N/A,Back-end Developer,0,3267000,0,701
189,Đặng Lạc Nhân,"Nguyễn Thị Nhỏ, Quận 11, TP.HCM",+84999485699,Married,Yes,Individual,1968-09-19,Male,N/A,IT Consultant,4,34067000,4,662
190,Vũ Huy Hoàng,"2 Đường số 6, Quận Bình Tân, TP.HCM",+84559369614,Single,No,Organization,1961-05-14,Male,VNG Corporation,System Admin,9,68239000,10,789
191,Bùi Tịnh Như,"Đường số 22, Quận 7, TP.HCM",+84954750655,Married,Yes,Organization,1979-08-16,Female,GeoComply (GeoTech Hub Vietnam),Project Leader,2,18877000,3,729
192,Võ Việt Phong,"Đường số 39, Quận 4, TP.HCM",+842707814908,Single,No,Organization,1958-08-13,Male,GeoComply (GeoTech Hub Vietnam),IT Manager,6,42528000,0,451
193,Phan Quang Bửu,"Đường số 32, Thành phố Thủ Đức, TP.HCM",+84337902565,Married,Yes,Individual,1991-01-19,Male,N/A,Tester,0,4507000,6,416
194,Hồ Thảo Nghi,"Bùi Thị Xuân, Quận 1, TP.HCM",+842904040085,Single,No,Organization,1971-06-04,Female,FPT IS,Full-stack Developer,2,16387000,6,484
195,Võ Thúy Hà,"Nguyễn Đình Chiểu, Quận Phú Nhuận, TP.HCM",+84996515596,Married,Yes,Organization,1992-09-09,Female,Zuhlke Engineering Vietnam,Product Manager,8,64979000,4,300
196,Trần Ðinh Lộc,"Đường số 7, Quận 8, TP.HCM",+842933277504,Married,Yes,Organization,1991-05-21,Male,VNG Corporation,IT Consultant,6,34245000,9,536
197,Phan Hoài Vỹ,"Triệu Quang Phục, Quận 5, TP.HCM",+842970860907,Single,Yes,Organization,1968-12-13,Male,"Niteco Vietnam Co., Ltd",Tester,7,58434000,1,457
198,Hồ Cẩm Tú,"Đường số 47, Quận 4, TP.HCM",+842947774567,Married,Yes,Individual,1986-05-19,Female,N/A,Full-stack Developer,6,37701000,1,514
199,Bùi Thu Nguyệt,"Đường số 2B, Bình Chánh, TP.HCM",+842603943119,Single,Yes,Organization,1977-03-19,Female,Trusting Social,Product Manager,2,34346000,6,482
200,Lê Ngọc Lai,"Đường số 57, Quận 3, TP.HCM",+842921289490,Married,Yes,Organization,1984-12-23,Male,LG Electronics Development Vietnam (LGEDV),IT Consultant,3,31966000,5,491
201,Phạm Lệ Nhi,"Đường 204 Cao Lỗ, Quận 8, TP.HCM",+84997360469,Single,Yes,Individual,2005-07-07,Female,N/A,ERP Engineer,1,13945000,7,475
202,Dương Thùy Linh,"Đường số 27, Quận Tân Phú, TP.HCM",+842922432639,Single,Yes,Individual,1993-06-19,Female,N/A,Game Developer,0,3494000,4,387
203,Lê Thanh Thuận,"Nguyễn Thị Thập, Quận 8, TP.HCM",+842901576764,Married,Yes,Individual,1968-04-07,Male,N/A,Data Analyst,2,17481000,6,597
204,Ngô Ðức Quyền,"Hương lộ 3, Quận Bình Tân, TP.HCM",+842716332767,Single,No,Organization,1969-08-08,Male,GeoComply (GeoTech Hub Vietnam),AI Engineer,7,41574000,9,774
205,Võ Quốc Việt,"Đường T6, Quận Tân Phú, TP.HCM",+84984544858,Single,Yes,Organization,1994-03-08,Male,SmartOSC,Data Analyst,0,3584000,4,404
206,Phan Diễm My,"Nguyễn Thị Rư, Huyện Củ Chi, TP.HCM",+84898598090,Married,Yes,Individual,1981-08-13,Female,N/A,IT Support,3,30832000,7,447
207,Lý Kim Khuyên,"Khu Mỹ Kim, Quận 7, TP.HCM",+842947381904,Married,Yes,Organization,1981-04-24,Female,Absolute Software (Vietnam) Ltd,Business Analyst,5,60505000,0,809
208,Ngô Khắc Tuấn,"Nguyễn Thị Lựu, Quận 1, TP.HCM",+84981985342,Single,No,Individual,1988-08-28,Male,N/A,IT Manager,2,26924000,8,690
209,Lê Ðức Trung,"Nguyễn Văn Ơn, Huyện Củ Chi, TP.HCM",+842557158770,Single,No,Organization,1956-08-30,Male,Absolute Software (Vietnam) Ltd,Business Analyst,1,10472000,7,694
210,Dương Thanh Phương,"Đường số 7, Quận 11, TP.HCM",+842970369654,Single,Yes,Individual,1965-01-29,Female,N/A,Tester,6,43715000,6,821
211,Ngô Duy Tân,"Nguyễn Phúc Trú, Huyện Củ Chi, TP.HCM",+84776939402,Married,Yes,Individual,1955-05-11,Male,N/A,Helpdesk,1,12898000,8,483
212,Trương Minh Kiệt,"Nguyễn Kim, Quận 10, TP.HCM",+842919672730,Married,Yes,Individual,1959-04-02,Male,N/A,Helpdesk,9,61402000,8,554
213,Dương Tùng Lâm,"Đường số 7, Quận 11, TP.HCM",+842776994850,Married,Yes,Individual,1981-11-08,Female,N/A,ERP Engineer,6,63137000,0,528
214,Ngô Thành Danh,"Cửu Long, Quận Bình Thạnh, TP.HCM",+842762807019,Single,No,Organization,1970-11-02,Male,Hybrid Technologies,Project Manager,7,45394000,6,419
215,Nguyễn Bích Như,"Phạm Thiều, Quận 7, TP.HCM",+842921823863,Married,Yes,Organization,1972-11-16,Female,Absolute Software (Vietnam) Ltd,IT Manager,8,47313000,7,741
216,Bùi Ðăng Khoa,"Đường số 10, Quận 6, TP.HCM",+842624703725,Single,No,Individual,1993-10-29,Male,N/A,ERP ConsultantSolution Architect,9,40249000,6,680
217,Phan Khánh Ly,"Lã Xuân Oai, Quận 9, TP.HCM",+84997326163,Single,Yes,Organization,1980-08-02,Female,SmartOSC,Tester,6,31001000,5,730
218,Dương Chiêu Minh,"Đào Trinh Nhất, Thành phố Thủ Đức, TP.HCM",+84898875755,Single,No,Organization,1955-12-12,Male,Tyme,Business Analyst,5,31523000,1,472
219,Trương Hải Long,"Bến Súc, Huyện Củ Chi, TP.HCM",+84907271880,Single,Yes,Organization,1991-06-02,Male,Employment Hero,Full-stack Developer,4,31817000,3,794
220,Phan Cao Sĩ,"Tân Chánh Hiệp 07, Quận 12, TP.HCM",+84559518914,Single,Yes,Individual,2003-05-02,Male,N/A,IT Manager,0,24623000,3,422
221,Lý Phượng Bích,"Bửu Long, Quận 10, TP.HCM",+842559259344,Single,Yes,Organization,1964-06-05,Female,Bosch Global Software Technologies Company Limited,IT Consultant,6,39252000,1,563
222,Phan Gia Hoàng,"Đường số 3, Quận Bình Tân, TP.HCM",+842700932870,Married,Yes,Individual,1964-04-17,Male,N/A,IT Support,1,10471000,1,570
223,Nguyễn Hạnh Chi,"Đường số 48, Quận Bình Thạnh, TP.HCM",+842467217365,Single,No,Individual,1988-11-13,Female,N/A,Business Analyst,9,53628000,5,818
224,Trương Ðức Giang,"Trương Minh Ký, Quận Gò Vấp, TP.HCM",+84882986799,Single,No,Organization,1970-10-13,Male,Zuhlke Engineering Vietnam,IT Consultant,2,19107000,2,785
225,Lý Quỳnh Chi,"Hậu Lân - Bà Điểm, Hóc Môn, TP.HCM",+84995152263,Married,Yes,Individual,1955-07-07,Female,N/A,Full-stack Developer,1,13457000,0,784
226,Hoàng Thanh Loan,"Văn Thánh Bắc, Quận Bình Thạnh, TP.HCM",+84998795789,Married,Yes,Individual,1995-07-06,Female,N/A,Front-end Developer,8,57222000,8,667
227,Hồ Tuyết Thanh,"Đường số 50, Quận Gò Vấp, TP.HCM",+84946109381,Single,Yes,Individual,1998-07-22,Female,N/A,Product Manager,7,48546000,10,419
228,Hoàng Nhật Duy,"Đào Tông Nguyên, Nhà Bè, TP.HCM",+842751887652,Married,Yes,Individual,2003-04-24,Male,N/A,Data Engineer,3,36690000,4,487
229,Đỗ Thanh Trang,"Nguyễn Sỹ Sách, Quận Tân Bình, TP.HCM",+84815602558,Single,Yes,Individual,1998-09-19,Female,N/A,Project Manager,1,27770000,10,841
230,Vũ Ðức Quyền,"Ông Ích Khiêm, Quận 11, TP.HCM",+842942938370,Single,No,Organization,1993-09-09,Male,Trusting Social,Blockchain Engineer,6,52314000,10,350
231,Phan Ý Bình,"Trần Cao Vân, Quận Phú Nhuận, TP.HCM",+84991699350,Single,No,Individual,1976-07-09,Female,N/A,Embedded Engineer,10,45632000,7,682
232,Phan Huệ An,"Diệp Minh Châu, Quận Tân Phú, TP.HCM",+84861520819,Married,Yes,Individual,1962-09-29,Female,N/A,Game Developer,5,45245000,7,559
233,Hồ Kim Ðan,"Trương Vĩnh Ký, Quận Tân Phú, TP.HCM",+842519762010,Single,No,Individual,1988-01-10,Male,N/A,ERP Engineer,1,11384000,1,391
234,Hồ Ðức Sinh,"Đường C2, Quận 2, TP.HCM",+842706146645,Single,Yes,Organization,1974-10-05,Male,Hybrid Technologies,Data Analyst,1,14822000,0,385
235,Lê Duy Thạch,"Võ Văn Tần, Quận 11, TP.HCM",+84782928448,Single,No,Organization,1960-04-21,Male,Hybrid Technologies,Project Leader,7,69957000,1,687
236,Đỗ Hồng Giang,"Phạm Hữu Tâm, Huyện Củ Chi, TP.HCM",+84513628840,Married,Yes,Organization,1962-01-24,Male,Zuhlke Engineering Vietnam,QA-QC,7,44187000,1,338
237,Đặng Hữu Từ,"Đông Hưng Thuận, Quận 12, TP.HCM",+842944431209,Married,Yes,Organization,1953-11-14,Male,NAB Innovation Centre Vietnam,Tech Lead,9,52006000,1,413
238,Trần Thiên Thêu,"Trần Hữu Trang, Quận Phú Nhuận, TP.HCM",+842996155127,Married,Yes,Organization,1985-01-02,Female,Hybrid Technologies,Blockchain Engineer,6,64013000,2,531
239,Nguyễn An Khê,"Nguyễn Minh Châu, Quận Tân Phú, TP.HCM",+84864952357,Married,Yes,Organization,1994-05-11,Female,Hybrid Technologies,Product Manager,5,38247000,2,365
240,Đỗ Vân Phương,"Đường số 62, Quận 7, TP.HCM",+842779461846,Married,Yes,Individual,1988-12-12,Female,N/A,Helpdesk,10,71570000,3,664
241,Dương Nguyên Khang,"Nguyễn Du, Quận Gò Vấp, TP.HCM",+84991968723,Married,Yes,Organization,1957-07-07,Male,Trusting Social,Data Analyst,8,51678000,9,656
242,Ngô Ðông Ðào,"Lê Văn Phan, Quận Tân Phú, TP.HCM",+842972933646,Single,Yes,Individual,1994-04-10,Female,N/A,Game Developer,4,29870000,5,750
243,Phan Như Phương,"Hàn Hải Nguyên, Quận 11, TP.HCM",+842699636595,Married,Yes,Individual,1964-04-18,Female,N/A,DevSecOps Engineer,1,14385000,2,708
244,Dương Niệm Nhiên,"Trường Sơn, Quận 10, TP.HCM",+84990310924,Single,Yes,Individual,1997-03-07,Male,N/A,Mobile Developer,2,18152000,6,657
245,Phan Từ Ðông,"Đường số 12AB, Quận Bình Thạnh, TP.HCM",+84869727456,Married,Yes,Organization,1953-08-30,Male,Trusting Social,Tech Lead,5,50189000,1,810
246,Nguyễn Thu Duyên,"Hồ Hảo Hớn, Quận 1, TP.HCM",+84877520035,Married,Yes,Individual,1977-05-24,Female,N/A,Product Owner,4,34001000,7,483
247,Nguyễn Hoài Vỹ,"Đường số 30, Quận 12, TP.HCM",+84307501008,Married,Yes,Organization,1963-04-16,Male,Zuhlke Engineering Vietnam,Tester,6,30862000,4,796
248,Ngô Nam Thông,"Hồng Bàng, Quận Bình Thạnh, TP.HCM",+84969679350,Single,Yes,Individual,1997-08-12,Male,N/A,Project Leader,2,15596000,5,439
249,Đặng Kim Tuyến,"Khánh Hội, Quận 1, TP.HCM",+84993994755,Single,Yes,Individual,1982-02-15,Female,N/A,Project Leader,3,35540000,3,508
250,Phan Hữu Châu,"Chu Văn An, Quận 6, TP.HCM",+842569109216,Married,Yes,Organization,1985-07-16,Male,Bosch Global Software Technologies Company Limited,Helpdesk,9,69719000,7,757
251,Vũ Ðăng An,"Lương Ngọc Quyến, Quận Bình Thạnh, TP.HCM",+842933511472,Married,Yes,Individual,1965-10-09,Male,N/A,Project Manager,6,45919000,1,615
252,Võ Thanh Tuyết,"Thạnh Lộc 31, Quận 12, TP.HCM",+84898244632,Married,Yes,Organization,1972-04-28,Female,Home Credit Vietnam,System Admin,2,18327000,8,344
253,Dương Hương Liên,"Bồi Hoàn, Thành phố Thủ Đức, TP.HCM",+842775000088,Married,Yes,Individual,1999-07-14,Female,N/A,Tech Lead,5,63214000,4,549
254,Hoàng Cao Minh,"Đường số 12, Quận 9, TP.HCM",+842523729238,Single,No,Individual,1954-03-17,Male,N/A,Mobile Developer,4,22529000,8,753
255,Lê Hải Anh,"Nguyễn Bính, Quận 7, TP.HCM",+842559045799,Married,Yes,Individual,1962-12-14,Female,N/A,Blockchain Engineer,0,4754000,7,701
256,Hồ Bình Thuận,"Đường số 12, Quận 6, TP.HCM",+842773439962,Married,Yes,Organization,1959-10-31,Male,LG Electronics Development Vietnam (LGEDV),IT Manager,0,35843000,4,399
257,Đỗ Yến Hồng,"Đường số 175, Quận Tân Bình, TP.HCM",+842740208498,Single,No,Individual,1997-06-28,Female,N/A,Database Engineer,6,45640000,2,518
258,Hồ Gia Ðức,"Đường 198 Cao Lỗ, Quận 8, TP.HCM",+842619091220,Married,Yes,Individual,1965-12-22,Male,N/A,DevOps,7,68037000,5,432
259,Phạm Hữu Long,"Vĩnh Hội, Quận 4, TP.HCM",+84975486406,Married,Yes,Individual,1957-12-17,Male,N/A,DevSecOps Engineer,8,58162000,3,691
260,Phan Duy Mạnh,"Hoa Lan, Quận Phú Nhuận, TP.HCM",+842727496494,Single,Yes,Individual,1957-02-15,Male,N/A,Mobile Developer,10,47526000,1,710
261,Trương Tấn Lợi,"Đường số 22, Quận Gò Vấp, TP.HCM",+842733304825,Single,No,Organization,1967-05-06,Male,VNG Corporation,Business Intelligence AnalystData Scientist,6,59744000,0,670
262,Hồ Thanh Vân,"Lê Thị Hồng Gấm, Quận 1, TP.HCM",+842930242349,Single,Yes,Individual,1980-04-18,Female,N/A,IT Manager,8,64091000,0,636
263,Bùi Hoa Tiên,"Liên Khu 7-13, Quận Bình Tân, TP.HCM",+842768991823,Single,Yes,Individual,1957-07-23,Female,N/A,System Admin,0,3126000,0,301
264,Hoàng Nhật Quân,"Tân Khai, Quận 11, TP.HCM",+84790339258,Married,Yes,Individual,1978-08-28,Male,N/A,Mobile Developer,4,22041000,8,725
265,Hoàng Thượng Năng,"Đường số 400, Quận 9, TP.HCM",+84955548632,Married,Yes,Organization,1965-04-02,Male,Zuhlke Engineering Vietnam,Cloud Engineer,8,49346000,2,531
266,Hoàng Kim Loan,"Nguyễn Văn Lượng, Quận Gò Vấp, TP.HCM",+842941586607,Married,Yes,Organization,1980-01-09,Female,Home Credit Vietnam,Front-end Developer,9,67416000,4,790
267,Ngô Khánh Ngân,"Nguyễn Đình Chính, Quận Phú Nhuận, TP.HCM",+842044232034,Single,Yes,Organization,1961-08-12,Female,FPT IS,QA-QC,10,74570000,10,320
268,Lý Minh Vy,"Đường số 27, Quận 2, TP.HCM",+842706876695,Single,Yes,Organization,1998-07-27,Female,GeoComply (GeoTech Hub Vietnam),DevSecOps Engineer,1,13741000,0,388
269,Hồ Thế Dân,"Đỗ Ngọc Thạch, Quận 5, TP.HCM",+842777179943,Single,Yes,Individual,1992-01-14,Male,N/A,Project Manager,2,27704000,0,659
270,Bùi Việt Thắng,"Bát Nàn, Quận 3, TP.HCM",+84928716760,Married,Yes,Individual,1985-02-07,Male,N/A,System Admin,10,42348000,9,371
271,Đoàn Vân Chi,"2 Đường số 9A, Bình Chánh, TP.HCM",+842902621985,Single,Yes,Organization,1965-09-18,Female,Zuhlke Engineering Vietnam,ERP ConsultantSolution Architect,5,51199000,1,410
272,Võ Liên Như,"Đường số 25, Quận 3, TP.HCM",+842973679709,Married,Yes,Organization,1987-08-01,Female,VNG Corporation,IT Consultant,2,19743000,6,650
273,Ngô Vạn Thông,"Phổ Quang, Quận Tân Bình, TP.HCM",+84991186980,Single,Yes,Individual,1989-11-13,Male,N/A,ERP Engineer,8,32340000,2,306
274,Đặng Như Hảo,"Phan Anh, Quận 6, TP.HCM",+842742133514,Single,Yes,Organization,1962-08-28,Female,"Niteco Vietnam Co., Ltd",System Engineer,7,67865000,2,638
275,Võ Khuê Trung,"Lý Phục Man, Quận 7, TP.HCM",+842626854878,Married,Yes,Organization,1959-04-28,Female,Hybrid Technologies,IT Manager,5,34277000,0,631
276,Đoàn Tuyết Xuân,"Nguyễn Du, Quận Gò Vấp, TP.HCM",+842562306905,Single,No,Individual,1997-06-08,Female,N/A,ERP ConsultantSolution Architect,8,32868000,1,682
277,Dương Thúy Ngân,"Ông Ích Đường, Huyện Củ Chi, TP.HCM",+84988285032,Single,Yes,Individual,1967-02-26,Female,N/A,Database Engineer,4,31599000,6,442
278,Phan Tích Thiện,"Đường số 4B, Bình Chánh, TP.HCM",+842755873351,Married,Yes,Organization,1979-04-30,Male,SmartOSC,ERP ConsultantSolution Architect,10,74360000,9,734
